Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,5,6,4,1,2,,3,7,,,,,,,,,,,,,,,,,
1,2,,5,,1,6,4,3,2,,,,,,,,,,,,,,,,,
1,3,6,3,,1,,2,4,5,,,,,,,,,,,,,,,,,
1,4,5,,2,1,,6,3,4,,,,,,,,,,,,,,,,,
1,5,5,4,6,1,,2,3,,,,,,,,,,,,,,,,,,
1,6,5,4,6,1,2,3,,,,,,,,,,,,,,,,,,,
1,7,6,4,,1,2,3,5,,10,11,6,7,,,1,2,2,3,4,5,8,9,,,12
1,8,,,2,1,3,6,4,5,,,,,,,,,,,,,,,,,
1,9,7,4,,1,6,2,3,5,,,,,,,,,,,,,,,,,
1,10,6,5,,1,,2,4,3,,,,,,,,,,,,,,,,,
1,11,6,7,3,1,2,,4,5,,,,,,,,,,,,,,,,,
1,12,8,2,7,1,3,4,6,5,,,,,,,,,,,,,,,,,
1,13,5,7,2,1,,3,4,6,,,,,,,,,,,,,,,,,
1,14,4,3,6,1,2,,5,,,,,,,,,,,,,,,,,,
1,15,4,5,2,1,6,3,7,8,,,,,,,,,,,,,,,,,
1,16,3,4,,1,2,,5,6,,,,,,,,,,,,,,,,,
1,17,7,6,5,1,,2,3,4,,,,,,,,,,,,,,,,,
1,18,4,,3,1,5,6,2,,,,,,,,,,,,,,,,,,
1,19,,6,,1,5,4,3,2,,,,,,,,,,,,,,,,,
1,20,5,6,8,1,7,2,3,4,,,,,,,,,,,,,,,,,
1,21,5,4,,1,,6,2,3,,,,,,,,,,,,,,,,,
1,22,,6,5,1,,2,3,4,,,,,,,,,,,,,,,,,
1,23,3,,6,1,4,2,5,,,,,,,,,,,,,,,,,,
1,24,7,5,3,1,8,2,4,6,,,,,,,,,,,,,,,,,
1,25,6,,3,1,2,5,4,,,,,,,,,,,,,,,,,,
1,26,6,7,8,1,2,3,4,5,,,,,,,,,,,,,,,,,
1,27,6,7,3,1,8,2,4,5,,,,,,,,,,,,,,,,,
1,28,6,2,7,1,8,3,4,5,,,,,,,,,,,,,,,,,
1,29,8,2,5,1,6,4,3,7,,,,,,,,,,,,,,,,,
1,30,6,4,2,1,3,,5,,,,,,,,,,,,,,,,,,
1,31,4,,2,1,7,3,5,6,,,,,,,,,,,,,,,,,
1,32,,,4,1,3,2,5,6,,,,,,,,,,,,,,,,,
1,33,,6,4,1,3,2,5,,,,,,,,,,,,,,,,,,
1,34,2,8,3,1,7,4,5,6,,,,,,,,,,,,,,,,,
1,35,,4,6,1,,2,3,5,,,,,,,,,,,,,,,,,
1,36,5,4,7,1,8,2,3,6,,,,,,,,,,,,,,,,,
1,37,2,3,6,1,4,,5,,,,,,,,,,,,,,,,,,
1,38,3,4,,1,5,,6,2,,,,,,,,,,,,,,,,,
1,39,,6,5,1,,2,3,4,,,,,,,,,,,,,,,,,
1,40,,,2,1,3,6,4,5,,,,,,,,,,,,,,,,,
1,41,5,4,6,1,2,3,7,8,,,,,,,,,,,,,,,,,
1,42,5,4,,1,6,2,,3,,,,,,,,,,,,,,,,,
1,43,5,6,,1,,2,3,4,,,,,,,,,,,,,,,,,
1,44,5,6,2,1,3,,4,,,,,,,,,,,,,,,,,,
1,45,5,8,6,1,2,3,4,7,,,,,,,,,,,,,,,,,
1,46,,,2,1,,,,,,,,,,,,,,,,,,,,,
1,47,5,2,3,1,4,,,6,,,,,,,,,,,,,,,,,
1,48,5,,6,1,4,2,3,,,,,,,,,,,,,,,,,,
1,49,7,6,2,1,3,4,5,8,,,,,,,,,,,,,,,,,
1,50,4,3,5,1,2,,6,,,,,,,,,,,,,,,,,,
2,1,3,,5,1,4,6,,2,,,,,,,,,,,,,,,,,
2,2,,6,5,1,,2,4,3,,,,,,,,,,,,,,,,,
2,3,7,8,2,1,3,4,5,6,,,,,,,,,,,,,,,,,
2,4,6,,3,1,,5,4,2,,,,,,,,,,,,,,,,,
2,5,,,3,1,2,4,5,6,,,,,,,,,,,,,,,,,
2,6,3,2,6,1,5,,4,,,,,,,,,,,,,,,,,,
2,7,5,,2,1,,3,4,6,,,,,,,,,,,,,,,,,
2,8,,4,2,1,5,3,6,,,,,,,,,,,,,,,,,,
2,9,,,6,1,4,2,5,3,,,,,,,,,,,,,,,,,
2,10,7,8,2,1,3,6,4,5,,,,,,,,,,,,,,,,,
2,11,7,8,2,1,4,3,5,6,,,,,,,,,,,,,,,,,
2,12,5,6,2,1,4,3,,,,,,,,,,,,,,,,,,,
2,13,6,7,2,1,4,3,5,8,,,,,,,,,,,,,,,,,
2,14,6,,,1,3,4,2,5,,,,,,,,,,,,,,,,,
2,15,5,6,2,1,4,7,3,7,,,,,,,,,,,,,,,,,
2,16,5,,,1,2,4,3,6,,,,,,,,,,,,,,,,,
2,17,7,6,8,1,5,2,3,4,,,,,,,,,,,,,,,,,
2,18,7,3,2,1,,4,5,6,,,,,,,,,,,,,,,,,
2,19,6,5,2,1,3,,4,,,,,,,,,,,,,,,,,,
2,20,4,3,6,1,2,,,5,,,,,,,,,,,,,,,,,
2,21,,3,,1,4,2,6,5,,,,,,,,,,,,,,,,,
2,22,,3,,1,2,5,4,6,,,,,,,,,,,,,,,,,
2,23,3,,2,1,6,4,5,,,,,,,,,,,,,,,,,,
2,24,3,4,,1,5,2,6,,,,,,,,,,,,,,,,,,
2,25,,2,4,1,6,3,5,,,,,,,,,,,,,,,,,,
2,26,6,,,1,4,2,3,5,,,,,,,,,,,,,,,,,
2,27,7,4,8,1,3,2,5,6,,,,,,,,,,,,,,,,,
2,28,6,,3,1,5,2,4,,,,,,,,,,,,,,,,,,
2,29,4,,2,1,3,,5,6,,,,,,,,,,,,,,,,,
2,30,,6,2,1,3,5,4,,,,,,,,,,,,,,,,,,
2,31,5,6,2,1,4,8,3,7,,,,,,,,,,,,,,,,,
2,32,6,5,7,1,8,2,4,3,,,,,,,,,,,,,,,,,
2,33,3,,4,1,6,2,5,,,,,,,,,,,,,,,,,,
2,34,5,4,6,1,7,2,8,3,,,,,,,,,,,,,,,,,
2,35,7,8,4,1,2,5,6,3,,,,,,,,,,,,,,,,,
2,36,6,5,8,1,7,2,4,3,,,,,,,,,,,,,,,,,
2,37,5,6,7,1,8,2,3,4,,,,,,,,,,,,,,,,,
2,38,,,2,1,6,3,4,5,,,,,,,,,,,,,,,,,
2,39,5,8,6,1,7,2,3,4,,,,,,,,,,,,,,,,,
2,40,4,3,,1,6,,5,2,,,,,,,,,,,,,,,,,
2,41,5,4,3,1,6,2,,,,,,,,,,,,,,,,,,,
2,42,,,2,1,4,3,5,6,,,,,,,,,,,,,,,,,
2,43,5,4,,1,3,2,6,,,,,,,,,,,,,,,,,,
2,44,6,4,2,1,3,5,,,,,,,,,,,,,,,,,,,
2,45,,4,3,1,2,5,6,,,,,,,,,,,,,,,,,,
2,46,,2,6,1,5,4,3,,,,,,,,,,,,,,,,,,
2,47,6,8,2,1,7,3,4,5,,,,,,,,,,,,,,,,,
2,48,6,4,7,1,8,2,3,5,,,,,,,,,,,,,,,,,
2,49,4,3,5,1,6,,,2,,,,,,,,,,,,,,,,,
2,50,7,5,4,1,3,2,,6,,,,,,,,,,,,,,,,,
3,1,3,4,2,6,1,,5,,,,,,,,,,,,,,,,,,
3,2,3,6,2,4,1,7,8,5,,,,,,,,,,,,,,,,,
3,3,8,3,5,2,1,4,6,7,,,,,,,,,,,,,,,,,
3,4,3,2,5,4,1,,6,,,,,,,,,,,,,,,,,,
3,5,3,2,6,,1,,4,5,,,,,,,,,,,,,,,,,
3,6,5,4,2,7,1,,3,6,,,,,,,,,,,,,,,,,
3,7,2,4,3,,1,,5,6,,,,,,,,,,,,,,,,,
3,8,3,,,4,1,5,2,6,,,,,,,,,,,,,,,,,
3,9,,5,6,2,1,7,4,3,,,,,,,,,,,,,,,,,
3,10,4,2,7,,1,5,3,6,,,,,,,,,,,,,,,,,
3,11,4,3,2,,1,,5,6,,,,,,,,,,,,,,,,,
3,12,3,4,2,5,1,,6,,,,,,,,,,,,,,,,,,
3,13,5,4,2,6,1,8,7,3,,,,,,,,,,,,,,,,,
3,14,4,2,3,,1,,5,6,,,,,,,,,,,,,,,,,
3,15,5,7,2,3,1,8,6,4,,,,,,,,,,,,,,,,,
3,16,,6,4,5,1,3,2,,,,,,,,,,,,,,,,,,
3,17,4,3,2,6,1,8,5,7,,,,,,,,,,,,,,,,,
3,18,3,6,2,,1,,5,4,,,,,,,,,,,,,,,,,
3,19,,4,2,3,1,,5,6,,,,,,,,,,,,,,,,,
3,20,5,3,2,8,1,7,6,4,,,,,,,,,,,,,,,,,
3,21,3,4,2,8,1,7,5,6,,,,,,,,,,,,,,,,,
3,22,4,3,2,5,1,7,6,8,,,,,,,,,,,,,,,,,
3,23,3,4,2,6,1,,,5,,,,,,,,,,,,,,,,,
3,24,3,2,4,7,1,8,5,6,,,,,,,,,,,,,,,,,
3,25,3,4,2,5,1,6,,,,,,,,,,,,,,,,,,,
3,26,3,,2,4,1,,6,5,,,,,,,,,,,,,,,,,
3,27,4,5,3,8,1,7,6,2,,,,,,,,,,,,,,,,,
3,28,5,,2,3,1,,6,4,,,,,,,,,,,,,,,,,
3,29,6,,3,2,1,,5,4,,,,,,,,,,,,,,,,,
3,30,4,7,3,2,1,7,6,5,,,,,,,,,,,,,,,,,
3,31,5,4,2,,1,,3,6,,,,,,,,,,,,,,,,,
3,32,5,4,7,6,1,2,8,3,,,,,,,,,,,,,,,,,
3,33,6,3,2,4,1,,5,,,,,,,,,,,,,,,,,,
3,34,4,6,5,7,1,8,3,2,,,,,,,,,,,,,,,,,
3,35,5,4,3,6,1,2,7,8,,,,,,,,,,,,,,,,,
3,36,6,7,2,8,1,3,4,5,,,,,,,,,,,,,,,,,
3,37,3,4,2,7,1,8,5,6,,,,,,,,,,,,,,,,,
3,38,6,7,5,2,1,3,8,4,,,,,,,,,,,,,,,,,
3,39,8,4,3,2,1,5,6,7,,,,,,,,,,,,,,,,,
3,40,3,4,2,5,1,,,6,,,,,,,,,,,,,,,,,
3,41,6,,3,5,1,,2,4,,,,,,,,,,,,,,,,,
3,42,3,4,8,2,1,5,6,7,,,,,,,,,,,,,,,,,
3,43,4,3,2,,1,,5,6,,,,,,,,,,,,,,,,,
3,44,4,2,3,8,1,6,5,7,,,,,,,,,,,,,,,,,
3,45,6,5,4,2,1,8,3,7,,,,,,,,,,,,,,,,,
3,46,3,4,6,5,1,8,7,2,,,,,,,,,,,,,,,,,
3,47,6,,2,3,1,4,5,7,,,,,,,,,,,,,,,,,
3,48,3,4,2,7,1,,6,5,,,,,,,,,,,,,,,,,
3,49,4,6,3,2,1,7,8,5,,,,,,,,,,,,,,,,,
3,50,4,3,2,,1,6,5,,,,,,,,,,,,,,,,,,
4,1,,,6,5,4,1,2,3,,,,,,,,,,,,,,,,,
4,2,4,3,5,6,8,1,7,2,,,,,,,,,,,,,,,,,
4,3,5,4,3,2,,1,6,,,,,,,,,,,,,,,,,,
4,4,6,2,,3,7,1,5,4,,,,,,,,,,,,,,,,,
4,5,6,5,7,2,8,1,3,4,,,,,,,,,,,,,,,,,
4,6,,5,4,2,6,1,3,,,,,,,,,,,,,,,,,,
4,7,,3,6,5,,1,2,4,,,,,,,,,,,,,,,,,
4,8,4,3,,2,,1,5,6,,,,,,,,,,,,,,,,,
4,9,,4,3,2,,1,5,6,,,,,,,,,,,,,,,,,
4,10,5,3,7,2,8,1,4,6,,,,,,,,,,,,,,,,,
4,11,3,8,5,2,7,1,4,6,,,,,,,,,,,,,,,,,
4,12,,,,,,1,,,,,,,,,,,,,,,,,,,
4,13,8,7,6,2,3,1,4,5,,,,,,,,,,,,,,,,,
4,14,7,5,6,2,8,1,3,4,,,,,,,,,,,,,,,,,
4,15,7,6,3,2,5,1,4,8,,,,,,,,,,,,,,,,,
4,16,4,2,3,6,,1,5,,,,,,,,,,,,,,,,,,
4,17,,,4,2,6,1,5,3,,,,,,,,,,,,,,,,,
4,18,3,4,5,2,6,1,,,,,,,,,,,,,,,,,,,
4,19,6,3,7,2,8,1,4,5,,,,,,,,,,,,,,,,,
4,20,4,5,7,6,8,1,2,3,,,,,,,,,,,,,,,,,
4,21,5,2,8,7,6,1,3,4,,,,,,,,,,,,,,,,,
4,22,7,3,4,2,8,1,5,6,,,,,,,,,,,,,,,,,
4,23,5,6,8,2,7,1,3,4,,,,,,,,,,,,,,,,,
4,24,7,4,3,2,8,1,5,6,,,,,,,,,,,,,,,,,
4,25,4,6,7,8,2,1,3,5,,,,,,,,,,,,,,,,,
4,26,5,4,2,,,1,3,6,,,,,,,,,,,,,,,,,
4,27,3,2,8,6,7,1,5,4,,,,,,,,,,,,,,,,,
4,28,5,6,7,3,8,1,2,4,,,,,,,,,,,,,,,,,
4,29,8,7,5,4,3,1,6,2,,,,,,,,,,,,,,,,,
4,30,8,7,6,2,5,1,3,4,,,,,,,,,,,,,,,,,
4,31,7,8,5,4,6,1,3,2,,,,,,,,,,,,,,,,,
4,32,8,6,7,2,5,1,3,4,,,,,,,,,,,,,,,,,
4,33,5,4,,3,,1,2,6,,,,,,,,,,,,,,,,,
4,34,8,3,4,2,7,1,5,6,,,,,,,,,,,,,,,,,
4,35,6,3,7,2,8,1,5,4,,,,,,,,,,,,,,,,,
4,36,4,2,6,,5,1,3,,,,,,,,,,,,,,,,,,
4,37,6,5,4,3,2,1,,,,,,,,,,,,,,,,,,,
4,38,6,5,8,2,7,1,4,3,,,,,,,,,,,,,,,,,
4,39,5,4,8,7,6,1,3,2,,,,,,,,,,,,,,,,,
4,40,6,5,,4,,1,3,2,,,,,,,,,,,,,,,,,
4,41,6,5,,2,,1,3,4,,,,,,,,,,,,,,,,,
4,42,4,3,5,2,,1,6,,,,,,,,,,,,,,,,,,
4,43,7,6,,2,3,1,4,5,,,,,,,,,,,,,,,,,
4,44,4,5,8,7,6,1,2,3,,,,,,,,,,,,,,,,,
4,45,6,,3,5,,1,4,2,,,,,,,,,,,,,,,,,
4,46,5,6,,4,,1,3,2,,,,,,,,,,,,,,,,,
4,47,4,3,5,2,8,1,6,7,,,,,,,,,,,,,,,,,
4,48,4,3,8,2,6,1,5,7,,,,,,,,,,,,,,,,,
4,49,4,,2,6,3,1,4,,,,,,,,,,,,,,,,,,
4,50,3,,6,2,5,1,,4,,,,,,,,,,,,,,,,,
5,1,2,1,6,,,4,3,5,,,,,,,,,,,,,,,,,
5,2,2,1,,3,,6,4,5,,,,,,,,,,,,,,,,,
5,3,6,1,7,2,8,4,3,5,,,,,,,,,,,,,,,,,
5,4,4,1,8,7,3,6,2,5,,,,,,,,,,,,,,,,,
5,5,,1,6,3,2,4,5,,,,,,,,,,,,,,,,,,
5,6,2,1,,,5,6,3,4,,,,,,,,,,,,,,,,,
5,7,4,1,2,,5,3,6,,,,,,,,,,,,,,,,,,
5,8,5,1,3,,2,,6,4,,,,,,,,,,,,,,,,,
5,9,2,1,3,6,4,7,5,6,,,,,,,,,,,,,,,,,
5,10,2,1,7,8,3,6,4,5,,,,,,,,,,,,,,,,,
5,11,1,8,3,2,4,5,6,7,,,,,,,,,,,,,,,,,
5,12,3,1,7,8,2,4,5,6,,,,,,,,,,,,,,,,,
5,13,3,1,2,,4,,5,6,,,,,,,,,,,,,,,,,
5,14,3,1,2,4,5,6,7,8,,,,,,,,,,,,,,,,,
