Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,3,1,2,4,5,8,6,7,1,,,,,,2,11,12,10,3,9,8,4,6,5,7
1,2,,1,,,,,,,,,1,,,,,,,,,,,,,,
1,3,,1,,,,,,,,,1,1,,,,,,,,,,,,,
1,4,2,1,,,5,4,3,6,,,,,,,,,,,,,,,,,
1,5,7,1,8,2,3,4,5,6,,,,,,,,,,,,,,,,,
1,6,2,1,3,,,6,5,,,,,,,,,,,,,,,,,,
1,7,2,1,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,8,5,1,4,3,2,6,7,8,,,,,,,,,,,,,,,,,
1,9,2,1,,,3,6,4,5,,,,,,,,,,,,,,,,,
1,10,3,1,,7,4,8,2,6,,,,,,,,,,,,,,,,,
1,11,3,1,7,6,2,8,4,5,,,,,,,,,,,,,,,,,
1,12,3,1,7,8,2,6,4,5,,,,,,,,,,,,,,,,,
1,13,5,1,3,6,2,,7,4,,,,,,,,,,,,,,,,,
1,14,4,1,2,8,3,5,6,7,,,,,,,,,,,,,,,,,
1,15,8,1,6,5,7,2,4,3,,,,,,,,,,,,,,,,,
1,16,4,1,2,8,3,7,5,6,,,,,,,,,,,,,,,,,
1,17,2,1,3,4,5,7,6,8,,,,,,,,,,,,,,,,,
1,18,3,1,4,,,2,6,5,,,,,,,,,,,,,,,,,
1,19,3,1,2,5,4,8,7,6,,,,,,,,,,,,,,,,,
1,20,2,1,4,3,5,6,8,7,,,,,,,,,,,,,,,,,
1,21,8,1,2,6,3,7,4,5,,,,,,,,,,,,,,,,,
1,22,,1,3,2,7,4,6,5,,,,,,,,,,,,,,,,,
1,23,4,1,5,6,2,7,3,8,,,,,,,,,,,,,,,,,
1,24,4,1,5,2,3,6,7,8,,,,,,,,,,,,,,,,,
1,25,7,1,2,3,4,8,5,6,,,,,,,,,,,,,,,,,
1,26,2,1,3,8,6,7,5,4,,,,,,,,,,,,,,,,,
1,27,3,1,2,7,4,8,5,6,,,,,,,,,,,,,,,,,
1,28,4,1,5,3,7,2,,6,,,,,,,,,,,,,,,,,
1,29,4,1,5,3,2,8,7,6,,,,,,,,,,,,,,,,,
1,30,4,1,5,6,2,7,3,6,,,,,,,,,,,,,,,,,
1,31,2,1,5,6,3,4,,,,,,,,,,,,,,,,,,,
1,32,8,1,3,2,4,5,6,7,,,,,,,,,,,,,,,,,
1,33,2,1,7,5,3,6,4,8,,,,,,,,,,,,,,,,,
1,34,6,1,4,3,2,,5,7,,,,,,,,,,,,,,,,,
1,35,2,1,3,5,8,7,4,6,,,,,,,,,,,,,,,,,
1,36,5,1,4,3,2,6,7,8,,,,,,,,,,,,,,,,,
1,37,,1,7,2,4,3,5,6,,,,,,,,,,,,,,,,,
1,38,5,1,8,6,7,2,3,4,,,,,,,,,,,,,,,,,
1,39,4,1,,,3,2,5,6,,,,,,,,,,,,,,,,,
1,40,2,1,8,5,4,6,3,7,,,,,,,,,,,,,,,,,
1,41,2,1,8,7,3,6,5,4,,,,,,,,,,,,,,,,,
1,42,2,1,3,6,7,8,5,4,,,,,,,,,,,,,,,,,
1,43,2,1,5,,3,,4,6,,,,,,,,,,,,,,,,,
1,44,6,1,3,7,2,8,4,5,,,,,,,,,,,,,,,,,
1,45,3,1,4,,2,,5,6,,,,,,,,,,,,,,,,,
