Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,4,3,,1,,2,5,6,,,,,,,,,,,,,,,,,
1,2,,3,4,1,8,6,2,7,,,,,,,,,,,,,,,,,
1,3,4,,3,1,6,2,5,,,,,,,,,,,,,,,,,,
1,4,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,5,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,6,7,8,2,1,3,4,5,6,,,,,,,,,,,,,,,,,
1,7,,,2,1,4,3,5,6,,,,,,,,,,,,,,,,,
1,8,6,4,,1,3,2,5,7,,,,,,,,,,,,,,,,,
1,9,5,4,,1,7,3,6,2,,,,,,,,,,,,,,,,,
1,10,,,3,1,6,2,4,5,,,,,,,,,,,,,,,,,
1,11,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,12,3,1,2,4,7,5,6,8,,,,,,,,,,,,,,,,,
1,13,,1,7,6,5,4,2,3,,,,,,,,,,,,,,,,,
1,14,4,1,8,3,7,2,5,6,,,,,,,,,,,,,,,,,
1,15,,1,5,4,3,2,6,,,,,,,,,,,,,,,,,,
1,16,,1,2,4,,3,6,5,,,,,,,,,,,,,,,,,
1,17,,1,,5,6,2,3,4,,,,,,,,,,,,,,,,,
1,18,,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,
1,19,4,1,7,8,3,2,5,6,,,,,,,,,,,,,,,,,
1,20,6,1,,2,,5,4,3,,,,,,,,,,,,,,,,,
1,21,,1,,2,5,3,4,6,,,,,,,,,,,,,,,,,
1,22,5,1,,4,2,6,3,,7,8,6,5,4,3,,,2,1,,,9,10,12,11,
1,23,4,1,2,8,3,6,7,5,,,,,,,,,,,,,,,,,
1,24,5,1,2,,3,4,6,,,6,,,1,7,,8,2,9,,10,3,12,5,11,4
1,25,6,1,3,,4,2,5,,,,,,,,,,,,,,,,,,
1,26,3,2,1,,6,5,4,,,,,,,,,,,,,,,,,,
1,27,3,2,1,7,4,5,6,8,,,,,,,,,,,,,,,,,
1,28,3,4,1,5,2,7,8,6,,,,,,,,,,,,,,,,,
1,29,6,5,1,2,3,4,7,8,,,,,,,,,,,,,,,,,
1,30,5,2,1,8,3,6,7,4,,,,,,,,,,,,,,,,,
1,31,5,2,1,3,,,6,4,,,,,,,,,,,,,,,,,
1,32,5,,1,2,3,7,6,4,,,,,,,,6,,,,,,,,,
1,33,3,6,1,8,2,7,4,5,,,,,,,,,,,,,,,,,
1,34,5,2,1,7,3,4,6,8,,,,,,,,,,,,,,,,,
1,35,7,2,1,6,,3,4,5,,,,,,,,,,,,,,,,,
1,36,2,3,1,4,5,6,,,,,,,,,,,,,,,,,,,
1,37,4,3,1,,6,2,5,,,,,,,,,,,,,,,,,,
1,38,6,,4,1,5,2,3,,,,,,,,,,,,,,,,,,
1,39,3,4,1,5,6,2,,,,,,,,,,,,,,,,,,,
1,40,,6,1,5,2,4,3,,,,,,,,,,,,,,,,,,
1,41,,,1,3,2,6,4,5,,,,,,,,,,,,,,,,,
1,42,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,43,2,5,1,,4,3,6,,,,,,,,,,,,,,,,,,
1,44,6,5,1,,2,,4,3,,,,,,,,,,,,,,,,,
1,45,2,1,7,8,5,4,6,3,,,,,,,,,,,,,,,,,
1,46,5,2,1,4,6,7,3,8,,,,,,,,,,,,,,,,,
1,47,3,4,1,8,2,7,5,6,,,,,,,,,,,,,,,,,
1,48,,2,1,4,3,,5,6,,,,,,,,,,,,,,,,,
1,49,4,3,7,1,8,2,5,6,,,,,,,,,,,,,,,,,
1,50,4,2,1,6,3,,,5,,,,,,,,,,,,,,,,,
2,1,5,,2,1,,6,3,4,,,,,,,,,,,,,,,,,
2,2,,6,4,1,3,2,5,,,,,,,,,,,,,,,,,,
2,3,6,5,8,1,7,2,4,3,,,,,,,,,,,,,,,,,
2,4,3,2,8,1,5,4,6,7,1,,2,12,3,11,4,7,5,10,6,,9,8,,,
2,5,,2,5,1,3,4,6,,,,,,,,,,,,,,,,,,
2,6,5,,6,1,2,3,,4,,,,,,,,,,,,,,,,,
2,7,5,6,2,1,8,3,4,7,,,,,,,,,,,,,,,,,
2,8,,,4,1,2,3,5,6,,,,,,,,,,,,,,,,,
2,9,,,2,1,3,4,5,6,,,,,,,,,,,,,,,,,
2,10,,5,6,1,,4,3,2,,,,,,,,,,,,,,,,,
2,11,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
2,12,,3,6,1,4,2,5,,,,,,,,,,,,,,,,,,
2,13,2,3,1,,4,,5,6,8,9,4,5,1,10,,,2,3,,,6,12,7,11,
2,14,,,,,,,,,12,,3,4,11,,10,,8,9,1,2,6,7,,,5
2,15,,,,,,,,,8,9,7,10,11,12,1,3,6,15,5,4,13,2,14,17,16
2,16,,2,,3,1,4,5,6,11,12,5,6,,,1,2,3,4,,,9,10,7,8,
2,17,,,,,,,,,6,9,7,8,10,11,1,,12,2,3,,,4,,,5
2,18,5,4,,1,3,6,2,,9,10,7,8,,,2,1,5,6,11,12,3,4,,,
2,19,1,,2,6,5,,3,4,13,12,11,10,8,9,1,,7,,4,3,2,,5,6,
2,20,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
2,21,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
2,25,6,5,2,4,8,7,3,1,,,,,,,,,,,,,,,,,
2,26,7,8,4,6,5,3,1,2,,,,,,,,,,,,,,,,,
2,27,6,4,,,3,2,1,5,,,,,,,,,,,,,,,,,
2,28,,,4,6,5,1,3,2,,,,,,,,,,,,,,,,,
2,29,4,,5,2,6,1,3,,,,,,,,,,,,,,,,,,
2,30,,5,4,3,,1,2,6,,,,,,,,,,,,,,,,,
2,31,4,6,7,2,8,1,3,5,,,,,,,,,,,,,,,,,
2,32,4,3,,6,,1,5,2,,,,,,,,,,,,,,,,,
2,33,5,,6,2,4,1,3,,,,,,,,,,,,,,,,,,
2,34,3,2,8,4,6,1,5,7,,,,,,,,,,,,,,,,,
2,35,3,2,6,4,7,1,5,8,,,,,,,,,,,,,,,,,
2,36,2,5,7,6,,1,4,3,,,,,,,,,,,,,,,,,
2,37,,5,4,3,6,1,2,,,,,,,,,,,,,,,,,,
2,38,4,3,6,,,1,2,5,,,,,,,,,,,,,,,,,
2,39,8,4,6,5,2,1,3,7,,,,,,,,,,,,,,,,,
2,40,4,6,7,2,8,1,3,5,,,,,,,,,,,,,,,,,
2,41,5,4,8,3,6,1,2,7,,,,,,,,,,,,,,,,,
2,42,8,5,2,6,1,3,4,7,,,,,,,,,,,,,,,,,
2,43,,,4,3,1,5,6,2,,,,,,,,,,,,,,,,,
2,44,,6,3,2,1,4,5,,,,,,,,,,,,,,,,,,
2,45,,,5,2,1,4,3,6,,,,,,,,,,,,,,,,,
2,46,7,6,5,3,1,8,4,2,,,,,,,,,,,,,,,,,
2,47,3,2,4,,1,6,5,,,,,,,,,,,,,,,,,,
