Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,6,5,,4,,1,3,2,,,,,,,,,,,,,,,,,
1,2,,4,,2,6,1,5,3,,,,,,,,,,,,,,,,,
1,3,5,4,8,2,7,1,3,6,,,,,,,,,,,,,,,,,
1,4,3,2,,4,5,1,6,,,,,,,,,,,,,,,,,,
1,5,,,6,4,5,1,3,2,,,,,,,,,,,,,,,,,
1,6,5,6,8,4,7,1,3,2,,,,,,,,,,,,,,,,,
1,7,6,5,7,3,4,1,2,8,,,,,,,,,,,,,,,,,
1,8,3,4,7,6,8,1,2,5,,,,,,,,,,,,,,,,,
1,9,4,2,,6,,1,3,5,,,,,,,,,,,,,,,,,
1,10,5,2,,3,,1,4,6,,,,,,,,,,,,,,,,,
1,11,,4,6,5,,1,3,2,,,,,,,,,,,,,,,,,
1,12,5,4,6,3,8,1,2,7,,,,,,,,,,,,,,,,,
1,13,,4,6,3,5,1,,2,,,,,,,,,,,,,,,,,
1,14,4,,6,2,5,1,3,,,,,,,,,,,,,,,,,,
1,15,5,2,8,6,7,1,3,4,,,,,,,,,,,,,,,,,
1,16,4,2,7,3,8,1,5,6,,,,,,,,,,,,,,,,,
1,17,7,6,5,3,8,1,2,4,,,,,,,,,,,,,,,,,
1,18,5,3,,2,6,1,4,,,,,,,,,,,,,,,,,,
1,19,,3,6,5,4,1,2,,,,,,,,,,,,,,,,,,
1,20,5,3,7,4,8,1,2,6,,,,,,,,,,,,,,,,,
1,21,,,6,5,3,1,4,2,,,,,,,,,,,,,,,,,
1,22,6,3,5,2,8,1,4,7,,,,,,,,,,,,,,,,,
