Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,2,6,2,1,8,3,7,4,5,,,,,,,,,,,,,,,,,
1,3,2,3,1,6,4,5,,,,,,,,,,,,,,,,,,,
1,4,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,5,4,3,1,5,2,8,7,6,,,,,,,,,,,,,,,,,
1,6,7,2,1,8,3,6,5,4,,,,,,,,,,,,,,,,,
1,7,2,3,1,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,8,8,7,1,3,2,4,5,6,,,,,,,,,,,,,,,,,
1,9,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,10,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,11,5,4,1,3,2,,6,,,,,,,,,,,,,,,,,,
1,12,7,6,1,4,3,2,5,8,,,,,,,,,,,,,,,,,
1,13,3,4,1,,2,,5,6,,,,,,,,,,,,,,,,,
1,14,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,15,7,8,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
1,16,4,3,1,7,2,6,5,8,,,,,,,,,,,,,,,,,
1,17,3,6,1,5,2,8,4,7,,,,,,,,,,,,,,,,,
1,18,8,3,1,2,5,4,6,7,,,,,,,,,,,,,,,,,
1,19,5,4,1,2,3,,,6,,,,,,,,,,,,,,,,,
1,20,3,2,1,4,5,6,7,8,3,,2,9,1,10,,2,4,11,5,,6,,7,,8
1,21,8,7,1,2,4,3,5,6,,,,,,,,,,,,,,,,,
1,22,,4,1,2,3,5,6,,,,,,,,,,,,,,,,,,
1,23,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,24,3,4,1,6,2,8,5,7,,,,,,,,,,,,,,,,,
1,25,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,26,6,5,1,2,,3,4,,,,,,,,,,,,,,,,,,
1,27,4,8,1,7,3,5,6,2,14,6,5,15,13,4,7,16,12,3,8,9,11,17,1,2,10
1,28,5,6,1,,3,2,4,,,,,,,,,,,,,,,,,,
1,29,3,2,1,8,4,5,6,7,,,,,,,,,,,,,,,,,
1,30,5,2,1,7,,3,4,6,,,,,,,,,,,,,,,,,
1,31,4,2,1,6,5,8,7,3,,,,,,,,,,,,,,,,,
1,32,6,7,1,3,2,8,5,4,,,,,,,,,,,,,,,,,
1,33,2,3,1,4,6,5,,,,1,,5,,2,,6,,,,3,,4,,,
1,34,6,2,1,5,4,3,,,,,,,,,,,,,,,,,,,
1,35,5,,1,4,3,,3,6,,,,,,,,,,,,,,,,,
1,36,7,2,1,8,3,6,4,5,,,,,,,,,,,,,,,,,
1,37,4,3,1,8,6,7,5,2,,,,,,,,,,,,,,,,,
1,38,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,39,4,3,1,2,5,6,,,,,,,,,,,,,,,,,,,
1,40,8,7,1,6,2,4,3,5,,,,,,,,,,,,,,,,,
1,41,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,42,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,43,7,6,1,8,5,2,3,4,,,,,,,,,,,,,,,,,
1,44,5,2,1,,3,6,4,,,,,,,,,,,,,,,,,,
1,45,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,46,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,47,4,3,1,5,2,6,7,8,,,,,,,,,,,,,,,,,
1,48,4,3,1,,2,6,5,7,,,,,,,,,,,,,,,,,
1,49,4,3,1,5,2,7,8,6,,,,,,,,,,,,,,,,,
1,50,7,2,1,8,3,4,6,5,,,,,,,,,,,,,,,,,
2,1,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
2,2,3,6,1,7,2,,4,5,,,,,,,,,,,,,,,,,
2,3,,,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
2,4,4,8,1,5,6,2,3,7,,,,,,,,,,,,,,,,,
2,5,5,8,1,6,2,3,7,4,,,,,,,,,,,,,,,,,
2,6,5,2,1,3,4,6,7,8,,,,,,,,,,,,,,,,,
2,7,3,4,1,8,2,7,5,6,,,,,,,,,,,,,,,,,
2,8,7,2,1,3,4,8,6,5,,,,,,,,,,,,,,,,,
2,9,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
2,10,4,3,1,,2,,5,6,,,,,,,,,,,,,,,,,
2,11,5,4,1,6,2,3,7,8,,,,,,,,,,,,,,,,,
2,12,2,5,1,7,4,8,6,3,,,,,,,,,,,,,,,,,
2,13,2,3,1,4,5,6,7,8,,,,,,,,,,,,,,,,,
2,14,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
2,15,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
2,16,,7,1,6,5,2,4,3,,,,,,,,,,,,,,,,,
2,17,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
2,18,7,2,1,3,4,5,6,8,,,,,,,,,,,,,,,,,
2,19,4,2,1,3,5,8,7,6,,,,,,,,,,,,,,,,,
2,20,5,4,1,3,2,,6,,,,,,,,,,,,,,,,,,
2,21,3,5,1,4,2,7,6,8,,,,,,,,,,,,,,,,,
2,22,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
2,23,4,3,1,5,2,6,7,8,,,,,,,,,,,,,,,,,
2,24,2,3,1,4,5,6,7,8,,,,,,,,,,,,,,,,,
2,25,6,,1,3,2,,4,5,,,,,,,,,,,,,,,,,
2,26,3,2,1,4,5,6,7,8,,,,,,,,,,,,,,,,,
2,27,5,,1,,4,2,3,6,,,,,,,,,,,,,,,,,
2,28,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
2,29,3,4,1,5,2,,,6,,,,,,,,,,,,,,,,,
2,30,,2,1,6,3,7,8,4,,,,,,,,,,,,,,,,,
2,31,4,3,1,5,2,6,7,8,,,,,,,,,,,,,,,,,
2,32,6,3,1,4,2,8,5,7,,,,,,,,,,,,,,,,,
2,33,2,,1,3,4,6,,5,,,,,,,,,,,,,,,,,
2,34,5,,1,4,3,,2,6,,,,,,,,,,,,,,,,,
2,35,,6,1,5,2,3,4,,,,,,,,,,,,,,,,,,
2,36,3,7,1,5,6,2,4,8,,,,,,,,,,,,,,,,,
2,37,4,2,1,5,6,3,,,,,,,,,,,,,,,,,,,
2,38,5,4,1,8,2,7,6,3,,,,,,,,,,,,,,,,,
2,39,,3,1,2,,6,5,4,,,,,,,,,,,,,,,,,
2,40,4,3,1,5,2,,6,,,,,,,,,,,,,,,,,,
2,41,4,7,1,6,5,,2,3,,,,,,,,,,,,,,,,,
2,42,8,4,1,3,2,5,6,7,,,,,,,,,,,,,,,,,
2,43,6,7,1,,2,5,4,3,,,,,,,,,,,,,,,,,
2,44,2,4,1,,3,,5,6,,,,,,,,,,,,,,,,,
2,45,7,6,1,5,2,8,3,4,,,,,,,,,,,,,,,,,
2,46,6,5,1,4,7,2,3,8,,,,,,,,,,,,,,,,,
2,47,,6,1,4,3,2,5,,,,,,,,,,,,,,,,,,
2,48,4,3,1,,2,,5,6,,,,,,,,,,,,,,,,,
2,49,4,5,1,2,3,,6,,,,,,,,,,,,,,,,,,
2,50,6,2,1,4,3,,5,,,,,,,,,,,,,,,,,,
3,1,2,3,4,5,1,6,7,8,,,,,,,,,,,,,,,,,
3,2,4,3,2,,1,,5,6,,,,,,,,,,,,,,,,,
3,3,3,2,4,5,1,6,8,7,,,,,,,,,,,,,,,,,
