Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,2,3,7,8,1,6,5,4,,,,,,,,,,,,,,,,,
1,2,2,3,4,8,1,7,6,5,,,,,,,,,,,,,,,,,
1,3,5,4,2,3,1,8,6,7,,,,,,,,,,,,,,,,,
1,4,3,,2,6,1,,4,5,,,,,,,,,,,,,,,,,
1,5,5,2,3,6,1,,,4,,,,,,,,,,,,,,,,,
1,6,,2,4,,1,5,3,6,,,,,,,,,,,,,,,,,
1,7,5,6,4,3,1,2,,,,,,,,,,,,,,,,,,,
1,8,2,3,4,6,1,,5,,,,,,,,,,,,,,,,,,
1,9,3,4,2,6,1,,5,,,,,,,,,,,,,,,,,,
1,10,3,4,2,5,1,8,6,7,,,,,,,,,,,,,,,,,
1,11,3,4,2,5,1,6,,,,,,,,,,,,,,,,,,,
1,12,7,8,5,6,1,3,2,4,,,,,,,,,,,,,,,,,
1,13,3,2,4,5,1,,6,7,,,,,,,,,,,,,,,,,
1,14,4,3,2,5,1,8,7,6,,,,,,,,,,,,,,,,,
1,15,3,4,2,7,1,8,5,6,,,,,,,,,,,,,,,,,
1,16,3,6,2,7,1,5,4,8,,,,,,,,,,,,,,,,,
1,17,4,3,2,8,1,7,6,5,,,,,,,,,,,,,,,,,
1,18,3,4,2,,1,,6,5,,,,,,,,,,,,,,,,,
1,19,3,4,2,,1,,5,6,,,,,,,,,,,,,,,,,
1,20,2,3,4,7,1,8,5,6,,,,,,,,,,,,,,,,,
1,21,2,,,,1,,,,,,,,,,,,,,,,,,,,
1,22,3,2,4,5,1,6,,,,,,,,,,,,,,,,,,,
1,23,4,,2,6,1,,3,5,,,,,,,,,,,,,,,,,
1,24,2,6,3,,1,,4,5,,,,,,,,,,,,,,,,,
1,25,4,,6,2,1,,3,5,,,,,,,,,,,,,,,,,
1,26,3,6,2,7,1,5,4,8,,,,,,,,,,,,,,,,,
1,27,3,2,2,7,1,6,5,4,,,,,,,,,,,,,,,,,
1,28,3,,6,7,1,2,4,5,,,,,,,,,,,,,,,,,
1,29,4,5,7,8,1,3,2,6,,,,,,,,,,,,,,,,,
1,30,3,4,2,7,1,8,5,6,,,,,,,,,,,,,,,,,
1,31,6,4,2,5,1,3,,,,,,,,,,,,,,,,,,,
1,32,7,5,6,4,1,8,2,3,,,,,,,,,,,,,,,,,
1,33,2,3,4,,1,,6,5,,,,,,,,,,,,,,,,,
1,34,4,3,2,7,1,8,6,5,,,,,,,,,,,,,,,,,
1,35,3,4,2,5,1,6,8,7,,,,,,,,,,,,,,,,,
1,36,,,2,3,1,4,6,5,,,,,,,,,,,,,,,,,
1,37,3,7,2,6,1,8,5,4,,,,,,,,,,,,,,,,,
1,38,3,4,2,5,1,,,6,,,,,,,,,,,,,,,,,
1,39,6,,2,3,1,,5,4,,,,,,,,,,,,,,,,,
1,40,2,4,3,,1,,5,6,,,,,,,,,,,,,,,,,
1,41,2,4,3,8,1,7,6,5,,,,,,,,,,,,,,,,,
1,42,6,,4,2,1,,3,5,,,,,,,,,,,,,,,,,
1,43,4,3,2,7,1,8,5,6,,,,,,,,,,,,,,,,,
1,44,5,4,3,2,1,8,6,7,,,,,,,,,,,,,,,,,
1,45,4,3,2,8,1,7,6,5,,,,,,,,,,,,,,,,,
1,46,,3,5,6,1,,2,4,,,,,,,,,,,,,,,,,
1,47,4,2,3,6,1,,5,,,,,,,,,,,,,,,,,,
1,48,2,5,4,3,1,,,6,,,,,,,,,,,,,,,,,
1,49,2,4,5,6,1,8,3,7,,,,,,,,,,,,,,,,,
1,50,2,3,4,,1,,5,6,,,,,,,,,,,,,,,,,
2,1,6,,2,3,1,,4,5,,,,,,,,,,,,,,,,,
