Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,2,6,4,1,2,5,,3,,,,,,,,,,,,,,,,,,
1,3,,7,1,3,2,4,6,5,,,,,,,,,,,,,,,,,
1,4,,2,1,5,3,,4,6,,,,,,,,,,,,,,,,,
1,5,3,4,1,,2,,6,5,,,,,,,,,,,,,,,,,
1,6,3,2,1,,4,,5,6,,,,,,,,,,,,,,,,,
1,7,3,,1,6,2,,5,4,,,,,,,,,,,,,,,,,
1,8,,,1,5,3,6,2,4,,,,,,,,,,,,,,,,,
1,9,8,4,1,7,3,2,6,5,,,,,,,,,,,,,,,,,
1,10,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,11,4,,1,6,2,,3,5,,,,,,,,,,,,,,,,,
1,12,2,3,1,4,5,6,,,,,,,,,,,,,,,,,,,
1,13,5,4,6,1,2,3,,,,,,,,,,,,,,,,,,,
1,14,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,15,3,2,1,4,5,6,,,,,,,,,,,,,,,,,,,
1,16,,,1,,2,,,,,,,,,,,,,,,,,,,,
1,17,4,5,1,3,2,6,,,,,,,,,,,,,,,,,,,
1,18,,,1,5,4,6,2,,,,,,,,,,,,,,,,,,
1,19,,4,1,2,3,6,5,,,,,,,,,,,,,,,,,,
1,20,5,3,1,6,,2,4,,,,,,,,,,,,,,,,,,
1,21,6,,1,2,4,5,3,,,,,,,,,,,,,,,,,,
1,22,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,23,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,24,,,1,3,2,4,5,6,,,,,,,,,,,,,,,,,
1,25,,,1,2,4,3,5,6,,,,,,,,,,,,,,,,,
1,26,3,2,1,,6,4,5,,,,,,,,,,,,,,,,,,
1,27,,,1,3,2,6,4,5,,,,,,,,,,,,,,,,,
1,28,2,4,1,3,5,6,,,,,,,,,,,,,,,,,,,
1,29,6,,1,3,4,5,2,,,,,,,,,,,,,,,,,,
1,30,4,3,1,6,2,,,6,,,,,,,,,,,,,,,,,
1,31,3,6,1,2,4,5,7,8,,,,,,,,,,,,,,,,,
1,32,,,1,3,2,5,4,6,,,,,,,,,,,,,,,,,
1,33,,3,1,6,2,,4,5,,,,,,,,,,,,,,,,,
1,34,,,1,3,2,6,4,5,,,,,,,,,,,,,,,,,
1,35,5,6,2,1,3,4,,,,,,,,,,,,,,,,,,,
