Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,6,7,1,2,3,8,5,4,,,,,,,,,,,,,,,,,
1,2,,,6,1,3,2,4,5,,,,,,,,,,,,,,,,,
1,3,7,4,3,1,8,2,5,6,,,,,,,,,,,,,,,,,
1,4,7,5,6,1,8,2,3,4,,,,,,,,,,,,,,,,,
1,5,5,4,6,1,3,2,,,,,,,,,,,,,,,,,,,
1,6,6,8,5,1,2,3,4,7,,,,,,,,,,,,,,,,,
1,7,7,5,6,1,,2,3,4,,,,,,,,,,,,,,,,,
1,8,,,3,1,4,2,5,6,,,,,,,,,,,,,,,,,
1,9,7,2,8,1,3,6,4,5,,,,,,,,,,,,,,,,,
1,10,5,,6,1,,2,3,4,,,,,,,,,,,,,,,,,
1,11,,6,,1,2,3,4,5,,,,,,,,,,,,,,,,,
1,12,3,5,,1,6,2,3,4,,,,,,,,,,,,,,,,,
1,13,8,4,3,1,5,2,7,6,,,,,,,,,,,,,,,,,
1,14,2,8,6,1,5,7,4,3,,,,,,,,,,,,,,,,,
1,15,4,5,8,1,7,2,3,6,,,,,,,,,,,,,,,,,
1,16,7,8,2,1,3,4,5,6,,,,,,,,,,,,,,,,,
1,17,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,18,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,19,,3,1,2,,4,5,6,,,,,,,,,,,,,,,,,
1,20,5,3,1,4,2,8,7,6,,,,,,,,,,,,,,,,,
1,21,5,2,1,,3,,4,6,,,,,,,,,,,,,,,,,
1,22,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,23,8,3,1,2,4,5,6,7,,,,,,,,,,,,,,,,,
1,24,5,4,1,,3,,2,6,,,,,,,,,,,,,,,,,
1,25,3,4,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,26,5,6,1,,2,,3,4,,,,,,,,,,,,,,,,,
1,27,2,3,1,4,5,6,,,,,,,,,,,,,,,,,,,
1,28,7,8,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
1,29,2,6,1,5,4,,3,,,,,,,,,,,,,,,,,,
1,30,2,6,1,,3,,4,5,,,,,,,,,,,,,,,,,
1,31,3,5,1,,2,6,4,,,,,,,,,,,,,,,,,,
1,32,5,,1,3,2,6,4,,,,,,,,,,,,,,,,,,
1,33,4,3,1,5,,2,6,7,,,,,,,,,,,,,,,,,
1,34,4,3,1,5,2,,,,,,,,,,,,,,,,,,,,
1,35,4,,1,2,3,,6,5,,,,,,,,,,,,,,,,,
1,36,5,8,1,4,2,7,3,6,,,,,,,,,,,,,,,,,
1,37,6,7,1,3,8,2,4,5,,,,,,,,,,,,,,,,,
1,38,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,39,4,3,1,5,2,,,6,,,,,,,,,1,,,,,,,,
1,40,2,5,1,6,4,,,3,,,,,,,,,,,,,,,,,
1,41,6,1,7,4,8,2,5,3,9,10,3,4,13,14,5,6,15,16,1,2,11,12,7,8,17
1,42,4,1,6,3,5,2,,,3,,2,,,,,,,,,,1,,,,
1,43,2,1,6,,3,4,5,,,,,,,,,,,,,,,,,,
1,44,1,3,5,,,6,4,2,11,,13,,15,,17,,,,,,16,,14,,12
1,45,1,,4,3,5,2,6,,,,,,,,,,,,,,,,,,
1,46,1,5,2,4,3,6,7,8,,,,,,,,,,,,,,,,,
1,47,1,2,5,3,4,,6,,,,,,,,,,,,,,,,,,
1,48,1,2,7,5,3,8,4,6,,,,,,,,,,,,,,,,,
1,49,1,6,,4,2,,3,5,,,,,,,,,,,,,,,,,
1,50,1,2,3,6,5,4,,,,,,,,,,,,,,,,,,,
2,1,4,6,7,1,8,2,3,5,,,,,,,,,,,,,,,,,
2,2,3,4,,1,,2,5,6,,,,,,,,,,,,,,,,,
2,3,2,3,4,5,1,6,,,,,,,,,,,,,,,,,,,
2,4,7,8,2,3,1,6,4,5,,,,,,,,,,,,,,,,,
2,5,,,,,,,,,8,9,6,7,4,5,,12,1,2,,,10,11,,,3
2,6,3,2,7,8,1,4,5,6,,,,,,,,,,,,,,,,,
2,7,4,3,2,6,1,,,5,,,,,,,,,,,,,,,,,
2,9,,5,4,3,,1,6,2,,,,,,,,,,,,,,,,,
2,10,4,3,,6,5,1,2,,,,,,,,,,,,,,,,,,
2,11,5,3,6,2,4,1,,,,,,,,,,,,,,,,,,,
2,12,4,2,6,3,,1,5,,,,,,,,,,,,,,,,,,
2,13,,,,,,,,,9,10,8,11,7,12,6,,5,,4,,3,,2,,1
2,14,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,15,8,7,5,4,6,3,2,1,16,15,13,14,9,10,11,12,3,,7,8,4,5,2,1,6
2,17,3,,1,6,2,,,5,,,,,,,,,,,,,,,,,
2,20,,,,1,,,,,1,2,3,14,5,6,7,8,9,10,11,12,13,14,,15,16
2,21,,,,,,,,,8,9,4,5,6,7,,12,1,2,,,10,11,,,3
2,22,,,,,,,,,12,13,5,11,3,4,1,2,6,7,,,,,8,9,10
2,23,,,,,,,,,,11,,12,1,2,4,5,3,6,10,,9,,8,,7
2,24,,6,4,1,3,2,5,,,,,,,,,,,,,,,,,,
