Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,2,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,3,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,4,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,5,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,6,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,7,1,,2,4,3,,5,6,1,9,2,10,3,11,4,12,5,,6,,7,,8,,
1,8,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,9,1,5,3,2,4,6,,,,,,,,,,,,,,,,,,,
1,10,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,11,1,,,3,4,,,,6,2,,,2,,4,,,,5,,,6,,,
1,12,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,13,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,14,1,2,8,7,4,6,3,5,,,,,,,,,,,,,,,,,
1,15,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,16,1,2,6,3,4,5,,,,,,,,,,,,,,,,,,,
1,17,1,3,6,2,4,5,,,,,,,,,,,,,,,,,,,
1,18,1,2,,,3,5,4,6,,,,,,,,,,,,,,,,,
1,19,1,5,4,2,6,3,,,2,,,,,,,,,,,,,,,,
1,20,1,2,3,4,7,8,,,,,,,,,,,,,,,,,,,
1,21,1,2,4,3,,,,,,,,,,,,,,,,,,,,,
1,22,1,,2,3,4,,,,,,,,,,,,,,,,,,,,
1,23,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,24,1,2,,,3,6,4,5,,,,,,,,,,,,,,,,,
1,25,1,5,2,4,3,6,,,,,,,,,,,,,,,,,,,
1,26,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,27,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,28,1,2,3,4,5,6,,,1,,2,,3,,4,,5,,6,,,,,,
1,29,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,30,1,2,6,3,4,5,,,,,,,,,,,,,,,,,,,
1,31,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,32,1,4,5,2,6,3,8,7,2,10,5,11,1,12,7,13,6,14,3,15,4,16,8,17,9
1,33,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,34,1,3,5,,6,4,2,,,,,,,,,,,,,,,,,,
1,35,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,36,1,,3,5,6,,,,,,,,,,,,,,,,,,,,
1,37,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,38,1,2,3,4,6,7,8,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9
1,39,1,3,5,4,6,8,,,1,2,3,5,6,4,7,8,9,11,10,12,,,,,
1,40,1,2,6,4,5,6,,,,,,,,,,,,,,,,,,,
1,41,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,42,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,43,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,44,1,5,4,2,6,3,7,8,,,,,,,,,,,,,,,,,
1,45,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,46,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,47,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,48,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,49,1,3,4,5,2,6,,,,,,,,,,,,,,,,,,,
1,50,1,,2,3,5,,4,6,,,,,,,,,,,,,,,,,
2,1,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,2,1,2,5,6,7,8,,,,,,,,,,,,,,,,,,,
2,3,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,4,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,5,1,,2,3,4,5,6,,,,,,,,,,,,,,,,,,
2,6,1,,2,,3,,,,4,,,,5,,,,6,,,,,,,,
2,7,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,8,1,5,4,2,6,3,,,,,,,,,,,,,,,,,,,
2,9,1,2,,,,,,,,,,,,,,,,,,,,,,,
2,10,1,3,6,7,5,2,,,,,,,,,,,,,,,,,,,
2,11,1,5,2,4,3,6,,,,,,,,,,,,,,,,,,,
2,12,1,2,5,,3,6,4,,,,,,,,,,,,,,,,,,
2,13,1,2,4,3,4,5,7,,2,1,3,2,5,3,6,,8,10,9,3,10,4,4,5,8
2,14,1,,3,4,,,,,,,,,,,,,,,,,,,,,
2,15,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,16,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,17,1,,6,5,2,,,,,,,,,,,,,,,,,,,,
2,18,1,,2,3,4,5,6,,1,9,2,10,,11,3,12,4,,5,,6,,7,,8
2,19,1,5,4,3,2,6,,,,,,,,,,,,,,,,,,,
2,20,1,2,2,5,6,,,,,,,,,,,,,,,,,,,,
2,21,1,3,5,6,4,,,,,,,,,,,,,,,,,,,,
2,22,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
2,23,1,,2,3,4,5,6,7,,,,,,,,,,,,,,,,,
2,24,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,25,1,3,4,5,6,,,,,,,,,,,,,,,,,,,,
2,26,1,2,6,3,5,4,,,,,,,,,,,,,,,,,,,
2,27,1,2,5,4,6,,,,,,,,,,,,,,,,,,,,
2,28,1,2,3,,4,,5,6,,,,,,,,,,,,,,,,,
2,29,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,30,1,5,2,3,4,6,,,,,,,,,,,,,,,,,,,
2,31,1,2,3,4,5,6,,,2,1,3,4,5,6,8,7,9,10,11,12,,,,,
2,32,1,2,5,4,6,3,,,,,,,,,,,,,,,,,,,
2,33,1,2,3,4,5,6,7,8,9,,10,,11,,12,,,,,,,,,,
2,34,1,2,3,,4,6,5,,,,,,,,,,,,,,,,,,
2,35,1,3,2,4,5,6,,,,,,,,,,,,,,,,,,,
2,36,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,37,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,38,1,4,5,3,7,2,8,,,,,,,,,,,,,,,,,,
2,39,1,3,2,4,6,8,7,,,,,,,,,,,,,,,,,,
2,40,1,,2,3,4,5,6,,,,,,,,,,,,,,,,,,
