Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,2,,,,,,,,,1,,4,,3,,,,2,,,,,6,5,,
1,3,,,,,,,,,9,10,7,8,12,11,3,4,,,1,2,,,5,6,
1,4,,,,,,,,,,12,10,11,,,8,9,,,1,2,7,6,3,4,5
1,5,,,,,,,,,,12,10,11,,,5,6,,,3,4,8,9,1,2,7
1,6,,,,,,,,,,12,8,9,4,5,,,2,1,,,11,10,7,6,3
1,7,,,,,,,,,6,5,9,8,4,3,17,7,2,1,16,15,14,12,13,11,10
1,8,,,,,,,,,5,6,3,4,11,12,14,13,1,2,16,15,10,9,8,7,17
1,9,,,,,,,,,6,4,5,3,7,8,16,14,1,2,17,15,10,11,12,13,9
1,10,,,,,,,,,5,6,7,8,3,4,9,10,1,2,,,12,,,,11
1,11,4,6,2,3,1,,5,,6,9,,,2,3,4,5,1,7,,,8,10,12,,11
1,12,,,,,,,,,10,11,3,4,5,6,17,16,1,2,12,13,14,15,8,9,7
1,13,,,,,,,,,2,4,12,,5,6,10,,1,3,,,8,9,11,,7
1,14,,,,,,,,,4,5,14,15,12,13,1,2,16,17,6,7,8,9,10,11,3
1,15,,,,,,,,,,,,,5,6,1,2,3,4,11,12,9,10,7,8,
1,16,,,,,,,,,10,,11,,5,6,1,2,7,8,3,4,12,,,,9
1,17,,,,,,,,,10,2,,11,12,,1,,8,6,9,7,3,4,,,5
1,18,,,,,,,,,7,8,,,5,6,1,2,,,3,4,11,12,9,10,
1,19,,,,,,,,,9,10,12,13,15,14,1,2,16,17,7,8,6,5,3,4,11
1,20,,5,3,1,2,7,4,6,,,7,8,6,3,1,2,,,10,12,4,5,9,11,
1,21,,,,,,,,,11,12,,,2,4,1,3,,,5,6,7,8,9,10,
1,22,,,,,,,,,10,12,5,6,,,1,2,,,3,4,9,11,,8,7
1,23,,,,,,,,,12,,10,11,,,1,2,,,3,4,5,6,7,8,9
1,24,,,,,,,,,12,13,8,9,14,15,1,2,16,17,3,4,5,6,10,11,7
1,25,5,1,6,8,2,4,3,7,5,6,1,3,7,8,9,10,4,2,,,11,12,,,
1,26,,,,,,,,,13,12,2,1,3,4,6,5,8,9,,,,,11,10,7
1,27,,,,,,,,,10,11,8,9,,,12,,,,4,5,6,7,2,3,1
1,28,,,,,,,,,6,7,8,9,4,5,,,2,3,,,12,,10,11,1
1,29,,,,,,,,,4,5,2,3,10,11,14,15,6,7,16,17,8,9,12,13,1
1,30,4,5,3,6,2,7,8,1,,,,,,,,,,,,,,,,,
1,31,6,5,8,3,7,2,4,1,,,,,,,,,,,,,,,,,
1,32,6,5,7,3,,2,4,1,,,,,,,,,,,,,,,,,
1,33,,5,3,2,4,,6,1,,,,,,,,,,,,,,,,,
